Sex,Subject#,Group#,Condition,Rank,Role,Round,Round_centred,Proposer_Keep,Proposer_Send,Responder_decision,Responder_attempted_reject,Rejected_offer,Reject_occur,Reject_alt,Rminus1_Reject,Earnings,filter_$,GreedyOffer,EqualOffer,Grip_strength
male,63,16,Hard,4,Responder,12,9,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
male,63,16,Hard,4,Responder,13,10,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
male,63,16,Hard,4,Responder,14,11,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
male,63,16,Hard,4,Responder,15,12,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
male,63,16,Hard,4,Responder,16,13,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
male,63,16,Hard,4,Responder,17,14,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
male,63,16,Hard,4,Responder,18,15,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
male,63,16,Hard,4,Responder,19,16,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
male,63,16,Hard,4,Responder,20,17,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
male,64,16,Hard,1,Proposer,1,-2,70,30,,No,,No,No,,70,Not Selected,Yes,No,
male,64,16,Hard,1,Proposer,2,-1,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
male,64,16,Hard,1,Proposer,3,0,25,75,,No,,No,No,No,25,Selected,No,Yes,
male,64,16,Hard,1,Proposer,4,1,25,75,,No,,No,No,No,25,Selected,No,Yes,
male,64,16,Hard,1,Proposer,5,2,25,75,,No,,No,No,No,25,Selected,No,Yes,
male,64,16,Hard,1,Proposer,6,3,25,75,,No,,No,No,No,25,Selected,No,Yes,
male,64,16,Hard,1,Proposer,7,4,25,75,,No,,No,No,No,25,Selected,No,Yes,
male,64,16,Hard,1,Proposer,8,5,25,75,,No,,No,No,No,25,Selected,No,Yes,
male,64,16,Hard,1,Proposer,9,6,25,75,,No,,No,No,No,25,Selected,No,Yes,
male,64,16,Hard,1,Proposer,10,7,25,75,,No,,No,No,No,25,Selected,No,Yes,
male,64,16,Hard,1,Proposer,11,8,25,75,,No,,No,No,No,25,Selected,No,Yes,
male,64,16,Hard,1,Proposer,12,9,25,75,,No,,No,No,No,25,Selected,No,Yes,
male,64,16,Hard,1,Proposer,13,10,25,75,,No,,No,No,No,25,Selected,No,Yes,
male,64,16,Hard,1,Proposer,14,11,25,75,,No,,No,No,No,25,Selected,No,Yes,
male,64,16,Hard,1,Proposer,15,12,25,75,,No,,No,No,No,25,Selected,No,Yes,
male,64,16,Hard,1,Proposer,16,13,25,75,,No,,No,No,No,25,Selected,No,Yes,
male,64,16,Hard,1,Proposer,17,14,25,75,,No,,No,No,No,25,Selected,No,Yes,
male,64,16,Hard,1,Proposer,18,15,25,75,,No,,No,No,No,25,Selected,No,Yes,
male,64,16,Hard,1,Proposer,19,16,25,75,,No,,No,No,No,25,Selected,No,Yes,
male,64,16,Hard,1,Proposer,20,17,25,75,,No,,No,No,No,25,Selected,No,Yes,
female,65,17,Hard,2,Responder,1,-2,70,30,,No,,No,No,,10,Not Selected,Yes,No,
female,65,17,Hard,2,Responder,2,-1,40,60,,No,,No,No,No,30,Not Selected,No,No,
female,65,17,Hard,2,Responder,3,0,40,60,10,Yes,60,No,No,No,23.3,Not Selected,No,No,
female,65,17,Hard,2,Responder,4,1,25,75,,No,,No,No,No,25.7,Not Selected,No,Yes,
female,65,17,Hard,2,Responder,5,2,40,60,,No,,No,No,No,24.7,Not Selected,No,No,
female,65,17,Hard,2,Responder,6,3,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,65,17,Hard,2,Responder,7,4,50,50,,No,,No,No,No,25,Not Selected,No,No,
female,65,17,Hard,2,Responder,8,5,25,75,,No,,No,No,No,23.3,Not Selected,No,Yes,
female,65,17,Hard,2,Responder,9,6,40,60,,No,,No,No,No,13.7,Not Selected,No,No,
female,65,17,Hard,2,Responder,10,7,40,60,,No,,No,No,No,10,Not Selected,No,No,
female,65,17,Hard,2,Responder,11,8,70,30,,No,,No,No,No,20,Not Selected,Yes,No,
female,65,17,Hard,2,Responder,12,9,15,85,,No,,No,No,No,20,Not Selected,No,No,
female,65,17,Hard,2,Responder,13,10,60,40,,No,,No,No,No,8.3,Not Selected,Yes,No,
female,65,17,Hard,2,Responder,14,11,60,40,,No,,No,No,No,18.3,Not Selected,Yes,No,
female,65,17,Hard,2,Responder,15,12,40,60,,No,,No,No,No,16.7,Not Selected,No,No,
female,65,17,Hard,2,Responder,16,13,10,90,,No,,No,No,No,16.7,Not Selected,No,No,
female,65,17,Hard,2,Responder,17,14,70,30,,No,,No,No,No,16.7,Not Selected,Yes,No,
female,65,17,Hard,2,Responder,18,15,20,80,,No,,No,No,No,16.7,Not Selected,No,Yes,
female,65,17,Hard,2,Responder,19,16,40,60,,No,,No,No,No,5,Not Selected,No,No,
female,65,17,Hard,2,Responder,20,17,70,30,,No,,No,No,No,3.3,Not Selected,Yes,No,
female,66,17,Hard,1,Proposer,1,-2,70,30,,No,,No,No,,70,Not Selected,Yes,No,
female,66,17,Hard,1,Proposer,2,-1,40,60,,No,,No,No,No,10,Not Selected,No,No,
female,66,17,Hard,1,Proposer,3,0,40,60,,No,,No,No,No,30,Selected,No,No,
female,66,17,Hard,1,Proposer,4,1,25,75,,No,,No,No,No,23,Selected,No,Yes,
female,66,17,Hard,1,Proposer,5,2,40,60,,No,,No,No,No,26,Selected,No,No,
female,66,17,Hard,1,Proposer,6,3,25,75,,No,,No,No,No,25,Selected,No,Yes,
female,66,17,Hard,1,Proposer,7,4,50,50,,No,,No,No,No,25,Selected,No,No,
female,66,17,Hard,1,Proposer,8,5,25,75,,No,,No,No,No,30,Selected,No,Yes,
female,66,17,Hard,1,Proposer,9,6,40,60,,No,,No,No,No,35,Selected,No,No,
female,66,17,Hard,1,Proposer,10,7,40,60,,No,,No,No,No,40,Selected,No,No,
female,66,17,Hard,1,Proposer,11,8,70,30,,No,,No,No,No,40,Selected,Yes,No,
female,66,17,Hard,1,Proposer,12,9,15,85,,No,,No,No,No,40,Selected,No,No,
female,66,17,Hard,1,Proposer,13,10,60,40,,No,,No,No,No,45,Selected,Yes,No,
female,66,17,Hard,1,Proposer,14,11,60,40,,No,,No,No,No,45,Selected,Yes,No,
female,66,17,Hard,1,Proposer,15,12,40,60,,No,,No,No,No,50,Selected,No,No,
female,66,17,Hard,1,Proposer,16,13,10,90,,No,,No,No,No,50,Selected,No,No,
female,66,17,Hard,1,Proposer,17,14,70,30,,No,,No,No,No,50,Selected,Yes,No,
female,66,17,Hard,1,Proposer,18,15,20,80,,No,,No,No,No,50,Selected,No,Yes,
female,66,17,Hard,1,Proposer,19,16,40,60,,No,,No,No,No,55,Selected,No,No,
female,66,17,Hard,1,Proposer,20,17,70,30,,No,,No,No,No,60,Selected,Yes,No,
female,67,17,Hard,4,Responder,1,-2,70,30,,No,,No,No,,10,Not Selected,Yes,No,
female,67,17,Hard,4,Responder,2,-1,40,60,,No,,No,No,No,30,Not Selected,No,No,
female,67,17,Hard,4,Responder,3,0,40,60,,No,,No,No,No,23.3,Not Selected,No,No,
female,67,17,Hard,4,Responder,4,1,25,75,,No,,No,No,No,25.7,Not Selected,No,Yes,
female,67,17,Hard,4,Responder,5,2,40,60,10,Yes,60,No,No,No,24.7,Not Selected,No,No,
female,67,17,Hard,4,Responder,6,3,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,67,17,Hard,4,Responder,7,4,50,50,9,Yes,50,No,No,No,25,Not Selected,No,No,
female,67,17,Hard,4,Responder,8,5,25,75,,No,,No,No,No,23.3,Not Selected,No,Yes,
female,67,17,Hard,4,Responder,9,6,40,60,,No,,No,No,No,21.7,Not Selected,No,No,
female,67,17,Hard,4,Responder,10,7,40,60,,No,,No,No,No,20,Not Selected,No,No,
female,67,17,Hard,4,Responder,11,8,70,30,10,Yes,30,No,No,No,10,Not Selected,Yes,No,
female,67,17,Hard,4,Responder,12,9,15,85,,No,,No,No,No,10,Not Selected,No,No,
female,67,17,Hard,4,Responder,13,10,60,40,,No,,No,No,No,8.3,Not Selected,Yes,No,
female,67,17,Hard,4,Responder,14,11,60,40,,No,,No,No,No,8.3,Not Selected,Yes,No,
female,67,17,Hard,4,Responder,15,12,40,60,,No,,No,No,No,6.7,Not Selected,No,No,
female,67,17,Hard,4,Responder,16,13,10,90,,No,,No,No,No,6.7,Not Selected,No,No,
female,67,17,Hard,4,Responder,17,14,70,30,,No,,No,No,No,6.7,Not Selected,Yes,No,
female,67,17,Hard,4,Responder,18,15,20,80,,No,,No,No,No,16.7,Not Selected,No,Yes,
female,67,17,Hard,4,Responder,19,16,40,60,,No,,No,No,No,15,Not Selected,No,No,
female,67,17,Hard,4,Responder,20,17,70,30,10,Yes,30,No,No,No,13.3,Not Selected,Yes,No,
female,68,17,Hard,3,Responder,1,-2,70,30,,No,,No,No,,10,Not Selected,Yes,No,
female,68,17,Hard,3,Responder,2,-1,40,60,,No,,No,No,No,30,Not Selected,No,No,
female,68,17,Hard,3,Responder,3,0,40,60,,No,,No,No,No,16.3,Not Selected,No,No,
female,68,17,Hard,3,Responder,4,1,25,75,,No,,No,No,No,25.7,Not Selected,No,Yes,
female,68,17,Hard,3,Responder,5,2,40,60,,No,,No,No,No,14.7,Not Selected,No,No,
female,68,17,Hard,3,Responder,6,3,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,68,17,Hard,3,Responder,7,4,50,50,7,Yes,50,No,No,No,21,Not Selected,No,No,
female,68,17,Hard,3,Responder,8,5,25,75,,No,,No,No,No,14.3,Not Selected,No,Yes,
female,68,17,Hard,3,Responder,9,6,40,60,,No,,No,No,No,21.7,Not Selected,No,No,
female,68,17,Hard,3,Responder,10,7,40,60,,No,,No,No,No,20,Not Selected,No,No,
female,68,17,Hard,3,Responder,11,8,70,30,10,Yes,30,No,No,No,19,Not Selected,Yes,No,
female,68,17,Hard,3,Responder,12,9,15,85,,No,,No,No,No,10,Not Selected,No,No,
female,68,17,Hard,3,Responder,13,10,60,40,,No,,No,No,No,18.3,Not Selected,Yes,No,
female,68,17,Hard,3,Responder,14,11,60,40,,No,,No,No,No,18.3,Not Selected,Yes,No,
female,68,17,Hard,3,Responder,15,12,40,60,,No,,No,No,No,16.7,Not Selected,No,No,
female,68,17,Hard,3,Responder,16,13,10,90,,No,,No,No,No,16.7,Not Selected,No,No,
female,68,17,Hard,3,Responder,17,14,70,30,,No,,No,No,No,16.7,Not Selected,Yes,No,
female,68,17,Hard,3,Responder,18,15,20,80,,No,,No,No,No,16.7,Not Selected,No,Yes,
female,68,17,Hard,3,Responder,19,16,40,60,,No,,No,No,No,15,Not Selected,No,No,
female,68,17,Hard,3,Responder,20,17,70,30,,No,,No,No,No,13.3,Not Selected,Yes,No,
3,69,18,Hard,1,Proposer,1,-2,70,30,,No,,No,No,,70,Not Selected,Yes,No,
3,69,18,Hard,1,Proposer,2,-1,70,30,,No,,No,No,No,50,Not Selected,Yes,No,
3,69,18,Hard,1,Proposer,3,0,50,50,,No,,No,No,No,60,Selected,No,No,
3,69,18,Hard,1,Proposer,4,1,62,38,,No,,No,No,No,50,Selected,Yes,No,
3,69,18,Hard,1,Proposer,5,2,57,43,,No,,No,No,No,40,Selected,No,No,
3,69,18,Hard,1,Proposer,6,3,60,40,,No,,No,No,No,50,Selected,Yes,No,
3,69,18,Hard,1,Proposer,7,4,50,50,,No,,No,No,No,30,Selected,No,No,
3,69,18,Hard,1,Proposer,8,5,55,45,,No,,No,No,No,60,Selected,No,No,
3,69,18,Hard,1,Proposer,9,6,60,40,,No,,No,No,No,50,Selected,Yes,No,
3,69,18,Hard,1,Proposer,10,7,56,44,,No,,No,No,No,40,Selected,No,No,
3,69,18,Hard,1,Proposer,11,8,60,40,,No,,No,No,No,50,Selected,Yes,No,
3,69,18,Hard,1,Proposer,12,9,70,30,,No,,No,No,No,40,Selected,Yes,No,
3,69,18,Hard,1,Proposer,13,10,65,35,,No,,No,No,No,60,Selected,Yes,No,
3,69,18,Hard,1,Proposer,14,11,62,38,,No,,No,No,No,50,Selected,Yes,No,
3,69,18,Hard,1,Proposer,15,12,66,34,,No,,No,No,No,50,Selected,Yes,No,
3,69,18,Hard,1,Proposer,16,13,67,33,,No,,No,No,No,50,Selected,Yes,No,
3,69,18,Hard,1,Proposer,17,14,70,30,,No,,No,No,No,30,Selected,Yes,No,
3,69,18,Hard,1,Proposer,18,15,55,45,,No,,No,No,No,50,Selected,No,No,
3,69,18,Hard,1,Proposer,19,16,69,31,,No,,No,No,No,40,Selected,Yes,No,
3,69,18,Hard,1,Proposer,20,17,60,40,,No,,No,No,No,50,Selected,Yes,No,
male,70,18,Hard,2,Responder,1,-2,70,30,,No,,No,No,,10,Not Selected,Yes,No,
male,70,18,Hard,2,Responder,2,-1,70,30,,No,,No,No,No,16.7,Not Selected,Yes,No,
male,70,18,Hard,2,Responder,3,0,50,50,7,Yes,50,No,No,No,3.3,Not Selected,No,No,
male,70,18,Hard,2,Responder,4,1,62,38,10,Yes,38,No,No,No,6.7,Not Selected,Yes,No,
male,70,18,Hard,2,Responder,5,2,57,43,10,Yes,43,No,No,No,20,Not Selected,No,No,
male,70,18,Hard,2,Responder,6,3,60,40,10,Yes,40,No,No,No,16.7,Not Selected,Yes,No,
male,70,18,Hard,2,Responder,7,4,50,50,10,Yes,50,No,No,No,23.3,Not Selected,No,No,
male,70,18,Hard,2,Responder,8,5,55,45,10,Yes,45,No,No,No,3.3,Not Selected,No,No,
male,70,18,Hard,2,Responder,9,6,60,40,10,Yes,40,No,No,No,16.7,Not Selected,Yes,No,
male,70,18,Hard,2,Responder,10,7,56,44,10,Yes,44,No,No,No,20,Not Selected,No,No,
male,70,18,Hard,2,Responder,11,8,60,40,10,Yes,40,No,No,No,16.7,Not Selected,Yes,No,
male,70,18,Hard,2,Responder,12,9,70,30,10,Yes,30,No,No,No,20,Not Selected,Yes,No,
male,70,18,Hard,2,Responder,13,10,65,35,10,Yes,35,No,No,No,3.3,Not Selected,Yes,No,
male,70,18,Hard,2,Responder,14,11,62,38,10,Yes,38,No,No,No,16.7,Not Selected,Yes,No,
male,70,18,Hard,2,Responder,15,12,66,34,10,Yes,34,No,No,No,16.7,Not Selected,Yes,No,
male,70,18,Hard,2,Responder,16,13,67,33,10,Yes,33,No,No,No,16.7,Not Selected,Yes,No,
male,70,18,Hard,2,Responder,17,14,70,30,10,Yes,30,No,No,No,23.3,Not Selected,Yes,No,
male,70,18,Hard,2,Responder,18,15,55,45,10,Yes,45,No,No,No,16.7,Not Selected,No,No,
male,70,18,Hard,2,Responder,19,16,69,31,10,Yes,31,No,No,No,20,Not Selected,Yes,No,
male,70,18,Hard,2,Responder,20,17,60,40,10,Yes,40,No,No,No,16.7,Not Selected,Yes,No,
female,71,18,Hard,3,Responder,1,-2,70,30,,No,,No,No,,10,Not Selected,Yes,No,
female,71,18,Hard,3,Responder,2,-1,70,30,,No,,No,No,No,16.7,Not Selected,Yes,No,
female,71,18,Hard,3,Responder,3,0,50,50,2,Yes,50,No,No,No,6.3,Not Selected,No,No,
female,71,18,Hard,3,Responder,4,1,62,38,5,Yes,38,No,No,No,6.7,Not Selected,Yes,No,
female,71,18,Hard,3,Responder,5,2,57,43,,No,,No,No,No,10,Not Selected,No,No,
female,71,18,Hard,3,Responder,6,3,60,40,,No,,No,No,No,6.7,Not Selected,Yes,No,
female,71,18,Hard,3,Responder,7,4,50,50,,No,,No,No,No,19.3,Not Selected,No,No,
female,71,18,Hard,3,Responder,8,5,55,45,,No,,No,No,No,13.3,Not Selected,No,No,
female,71,18,Hard,3,Responder,9,6,60,40,,No,,No,No,No,6.7,Not Selected,Yes,No,
female,71,18,Hard,3,Responder,10,7,56,44,,No,,No,No,No,20,Not Selected,No,No,
female,71,18,Hard,3,Responder,11,8,60,40,,No,,No,No,No,16.7,Not Selected,Yes,No,
female,71,18,Hard,3,Responder,12,9,70,30,,No,,No,No,No,20,Not Selected,Yes,No,
female,71,18,Hard,3,Responder,13,10,65,35,,No,,No,No,No,3.3,Not Selected,Yes,No,
female,71,18,Hard,3,Responder,14,11,62,38,,No,,No,No,No,9.7,Not Selected,Yes,No,
female,71,18,Hard,3,Responder,15,12,66,34,,No,,No,No,No,9.7,Not Selected,Yes,No,
female,71,18,Hard,3,Responder,16,13,67,33,,No,,No,No,No,16.7,Not Selected,Yes,No,
female,71,18,Hard,3,Responder,17,14,70,30,,No,,No,No,No,23.3,Not Selected,Yes,No,
female,71,18,Hard,3,Responder,18,15,55,45,,No,,No,No,No,9.7,Not Selected,No,No,
female,71,18,Hard,3,Responder,19,16,69,31,,No,,No,No,No,20,Not Selected,Yes,No,
female,71,18,Hard,3,Responder,20,17,60,40,,No,,No,No,No,16.7,Not Selected,Yes,No,
female,72,18,Hard,4,Responder,1,-2,70,30,,No,,No,No,,10,Not Selected,Yes,No,
female,72,18,Hard,4,Responder,2,-1,70,30,,No,,No,No,No,16.7,Not Selected,Yes,No,
female,72,18,Hard,4,Responder,3,0,50,50,6,Yes,50,No,No,No,13.3,Not Selected,No,No,
female,72,18,Hard,4,Responder,4,1,62,38,,No,,No,No,No,16.7,Not Selected,Yes,No,
female,72,18,Hard,4,Responder,5,2,57,43,,No,,No,No,No,20,Not Selected,No,No,
female,72,18,Hard,4,Responder,6,3,60,40,10,Yes,40,No,No,No,16.7,Not Selected,Yes,No,
female,72,18,Hard,4,Responder,7,4,50,50,,No,,No,No,No,23.3,Not Selected,No,No,
female,72,18,Hard,4,Responder,8,5,55,45,,No,,No,No,No,13.3,Not Selected,No,No,
female,72,18,Hard,4,Responder,9,6,60,40,,No,,No,No,No,16.7,Not Selected,Yes,No,
female,72,18,Hard,4,Responder,10,7,56,44,,No,,No,No,No,20,Not Selected,No,No,
female,72,18,Hard,4,Responder,11,8,60,40,,No,,No,No,No,16.7,Not Selected,Yes,No,
female,72,18,Hard,4,Responder,12,9,70,30,10,Yes,30,No,No,No,20,Not Selected,Yes,No,
female,72,18,Hard,4,Responder,13,10,65,35,,No,,No,No,No,13.3,Not Selected,Yes,No,
female,72,18,Hard,4,Responder,14,11,62,38,,No,,No,No,No,16.7,Not Selected,Yes,No,
female,72,18,Hard,4,Responder,15,12,66,34,,No,,No,No,No,16.7,Not Selected,Yes,No,
female,72,18,Hard,4,Responder,16,13,67,33,,No,,No,No,No,16.7,Not Selected,Yes,No,
female,72,18,Hard,4,Responder,17,14,70,30,,No,,No,No,No,23.3,Not Selected,Yes,No,
female,72,18,Hard,4,Responder,18,15,55,45,,No,,No,No,No,16.7,Not Selected,No,No,
female,72,18,Hard,4,Responder,19,16,69,31,,No,,No,No,No,20,Not Selected,Yes,No,
female,72,18,Hard,4,Responder,20,17,60,40,,No,,No,No,No,16.7,Not Selected,Yes,No,
male,73,19,Hard,3,Responder,1,-2,70,30,,No,,No,No,,10,Not Selected,Yes,No,
male,73,19,Hard,3,Responder,2,-1,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
male,73,19,Hard,3,Responder,3,0,70,30,,No,,No,No,No,18,Not Selected,Yes,No,
male,73,19,Hard,3,Responder,4,1,70,30,,No,,No,No,No,1,Not Selected,Yes,No,
male,73,19,Hard,3,Responder,5,2,70,30,,No,,No,No,No,15,Not Selected,Yes,No,
male,73,19,Hard,3,Responder,6,3,70,30,,No,,No,No,No,15,Not Selected,Yes,No,
male,73,19,Hard,3,Responder,7,4,70,30,10,Yes,30,No,No,No,15,Not Selected,Yes,No,
male,73,19,Hard,3,Responder,8,5,70,30,,No,,No,No,No,15,Not Selected,Yes,No,
male,73,19,Hard,3,Responder,9,6,70,30,,No,,No,No,No,15,Not Selected,Yes,No,
male,73,19,Hard,3,Responder,10,7,70,30,,No,,No,No,No,15,Not Selected,Yes,No,
male,73,19,Hard,3,Responder,11,8,70,30,,No,,No,No,No,25,Not Selected,Yes,No,
male,73,19,Hard,3,Responder,12,9,70,30,,No,,No,No,No,19,Not Selected,Yes,No,
male,73,19,Hard,3,Responder,13,10,70,30,,No,,No,No,No,17,Not Selected,Yes,No,
male,73,19,Hard,3,Responder,14,11,70,30,,No,,No,No,No,15,Not Selected,Yes,No,
male,73,19,Hard,3,Responder,15,12,70,30,,No,,No,No,No,15,Not Selected,Yes,No,
male,73,19,Hard,3,Responder,16,13,70,30,,No,,No,No,No,15,Not Selected,Yes,No,
male,73,19,Hard,3,Responder,17,14,70,30,,No,,No,No,No,25,Not Selected,Yes,No,
male,73,19,Hard,3,Responder,18,15,70,30,10,Yes,30,No,No,No,25,Not Selected,Yes,No,
male,73,19,Hard,3,Responder,19,16,70,30,,No,,No,No,No,15,Not Selected,Yes,No,
male,73,19,Hard,3,Responder,20,17,70,30,,No,,No,No,No,25,Not Selected,Yes,No,
female,74,19,Hard,4,Responder,1,-2,70,30,,No,,No,No,,10,Not Selected,Yes,No,
female,74,19,Hard,4,Responder,2,-1,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,74,19,Hard,4,Responder,3,0,70,30,10,Yes,30,No,No,No,15,Not Selected,Yes,No,
female,74,19,Hard,4,Responder,4,1,70,30,,No,,No,No,No,7,Not Selected,Yes,No,
female,74,19,Hard,4,Responder,5,2,70,30,,No,,No,No,No,25,Not Selected,Yes,No,
female,74,19,Hard,4,Responder,6,3,70,30,,No,,No,No,No,25,Not Selected,Yes,No,
female,74,19,Hard,4,Responder,7,4,70,30,,No,,No,No,No,25,Not Selected,Yes,No,
female,74,19,Hard,4,Responder,8,5,70,30,,No,,No,No,No,25,Not Selected,Yes,No,
female,74,19,Hard,4,Responder,9,6,70,30,,No,,No,No,No,25,Not Selected,Yes,No,
female,74,19,Hard,4,Responder,10,7,70,30,,No,,No,No,No,25,Not Selected,Yes,No,
female,74,19,Hard,4,Responder,11,8,70,30,,No,,No,No,No,25,Not Selected,Yes,No,
female,74,19,Hard,4,Responder,12,9,70,30,10,Yes,30,No,No,No,25,Not Selected,Yes,No,
female,74,19,Hard,4,Responder,13,10,70,30,10,Yes,30,No,No,No,25,Not Selected,Yes,No,
female,74,19,Hard,4,Responder,14,11,70,30,10,Yes,30,No,No,No,25,Not Selected,Yes,No,
female,74,19,Hard,4,Responder,15,12,70,30,,No,,No,No,No,25,Not Selected,Yes,No,
female,74,19,Hard,4,Responder,16,13,70,30,,No,,No,No,No,25,Not Selected,Yes,No,
female,74,19,Hard,4,Responder,17,14,70,30,,No,,No,No,No,25,Not Selected,Yes,No,
female,74,19,Hard,4,Responder,18,15,70,30,,No,,No,No,No,25,Not Selected,Yes,No,
female,74,19,Hard,4,Responder,19,16,70,30,,No,,No,No,No,25,Not Selected,Yes,No,
female,74,19,Hard,4,Responder,20,17,70,30,,No,,No,No,No,25,Not Selected,Yes,No,
male,75,19,Hard,2,Responder,1,-2,70,30,,No,,No,No,,70,Not Selected,Yes,No,
male,75,19,Hard,2,Responder,2,-1,70,30,,No,,No,No,No,70,Not Selected,Yes,No,
male,75,19,Hard,2,Responder,3,0,70,30,10,Yes,30,No,No,No,0,Not Selected,Yes,No,
male,75,19,Hard,2,Responder,4,1,70,30,10,Yes,30,No,No,No,70,Not Selected,Yes,No,
male,75,19,Hard,2,Responder,5,2,70,30,10,Yes,30,No,No,No,25,Not Selected,Yes,No,
male,75,19,Hard,2,Responder,6,3,70,30,10,Yes,30,No,No,No,25,Not Selected,Yes,No,
male,75,19,Hard,2,Responder,7,4,70,30,10,Yes,30,No,No,No,25,Not Selected,Yes,No,
male,75,19,Hard,2,Responder,8,5,70,30,,No,,No,No,No,25,Not Selected,Yes,No,
male,75,19,Hard,2,Responder,9,6,70,30,,No,,No,No,No,25,Not Selected,Yes,No,
male,75,19,Hard,2,Responder,10,7,70,30,,No,,No,No,No,25,Not Selected,Yes,No,
male,75,19,Hard,2,Responder,11,8,70,30,10,Yes,30,No,No,No,25,Not Selected,Yes,No,
male,75,19,Hard,2,Responder,12,9,70,30,10,Yes,30,No,No,No,25,Not Selected,Yes,No,
male,75,19,Hard,2,Responder,13,10,70,30,,No,,No,No,No,25,Not Selected,Yes,No,
male,75,19,Hard,2,Responder,14,11,70,30,,No,,No,No,No,25,Not Selected,Yes,No,
male,75,19,Hard,2,Responder,15,12,70,30,10,Yes,30,No,No,No,25,Not Selected,Yes,No,
male,75,19,Hard,2,Responder,16,13,70,30,,No,,No,No,No,25,Not Selected,Yes,No,
male,75,19,Hard,2,Responder,17,14,70,30,10,Yes,30,No,No,No,25,Not Selected,Yes,No,
male,75,19,Hard,2,Responder,18,15,70,30,,No,,No,No,No,25,Not Selected,Yes,No,
male,75,19,Hard,2,Responder,19,16,70,30,10,Yes,30,No,No,No,25,Not Selected,Yes,No,
male,75,19,Hard,2,Responder,20,17,70,30,,No,,No,No,No,25,Not Selected,Yes,No,
female,76,19,Hard,1,Proposer,1,-2,70,30,,No,,No,No,,10,Not Selected,Yes,No,
female,76,19,Hard,1,Proposer,2,-1,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,76,19,Hard,1,Proposer,3,0,70,30,,No,,No,No,No,15,Selected,Yes,No,
female,76,19,Hard,1,Proposer,4,1,70,30,,No,,No,No,No,0,Selected,Yes,No,
female,76,19,Hard,1,Proposer,5,2,70,30,,No,,No,No,No,20,Selected,Yes,No,
female,76,19,Hard,1,Proposer,6,3,70,30,,No,,No,No,No,15,Selected,Yes,No,
female,76,19,Hard,1,Proposer,7,4,70,30,,No,,No,No,No,25,Selected,Yes,No,
female,76,19,Hard,1,Proposer,8,5,70,30,,No,,No,No,No,25,Selected,Yes,No,
female,76,19,Hard,1,Proposer,9,6,70,30,,No,,No,No,No,25,Selected,Yes,No,
female,76,19,Hard,1,Proposer,10,7,70,30,,No,,No,No,No,25,Selected,Yes,No,
female,76,19,Hard,1,Proposer,11,8,70,30,,No,,No,No,No,25,Selected,Yes,No,
female,76,19,Hard,1,Proposer,12,9,70,30,,No,,No,No,No,25,Selected,Yes,No,
female,76,19,Hard,1,Proposer,13,10,70,30,,No,,No,No,No,25,Selected,Yes,No,
female,76,19,Hard,1,Proposer,14,11,70,30,,No,,No,No,No,25,Selected,Yes,No,
female,76,19,Hard,1,Proposer,15,12,70,30,,No,,No,No,No,25,Selected,Yes,No,
female,76,19,Hard,1,Proposer,16,13,70,30,,No,,No,No,No,25,Selected,Yes,No,
female,76,19,Hard,1,Proposer,17,14,70,30,,No,,No,No,No,25,Selected,Yes,No,
female,76,19,Hard,1,Proposer,18,15,70,30,,No,,No,No,No,25,Selected,Yes,No,
female,76,19,Hard,1,Proposer,19,16,70,30,,No,,No,No,No,25,Selected,Yes,No,
female,76,19,Hard,1,Proposer,20,17,70,30,,No,,No,No,No,25,Selected,Yes,No,
male,77,20,Hard,2,Responder,1,-2,70,30,,No,,No,No,,10,Not Selected,Yes,No,
male,77,20,Hard,2,Responder,2,-1,55,45,,No,,No,No,No,25,Not Selected,No,No,
male,77,20,Hard,2,Responder,3,0,49,51,,No,,No,No,No,25,Not Selected,No,No,
male,77,20,Hard,2,Responder,4,1,49,51,,No,,No,No,No,25,Not Selected,No,No,
male,77,20,Hard,2,Responder,5,2,55,45,,No,,No,No,No,25,Not Selected,No,No,
male,77,20,Hard,2,Responder,6,3,55,45,,No,,No,No,No,25,Not Selected,No,No,
male,77,20,Hard,2,Responder,7,4,70,30,,No,,No,No,No,25,Not Selected,Yes,No,
male,77,20,Hard,2,Responder,8,5,61,39,,No,,No,No,No,25,Not Selected,Yes,No,
male,77,20,Hard,2,Responder,9,6,58,42,,No,,No,No,No,25,Not Selected,No,No,
male,77,20,Hard,2,Responder,10,7,58,42,,No,,No,No,No,25,Not Selected,No,No,
