treatment,session_no,id,subject,period,subjects,group,Profit,TotalProfit,Participate,global_period,decision_1,earnings_1,RandomPeriod1,RandomPeriod2,rand,rank,consent,ans1,ans3a,ans4a,ans5a,ans6,ans7,random_no0,time0,time0_group1,time0_group2,time0_group3,time0_group4,time0_group5,time0_group6,time0_group7,time0_group8,time0_group9,time0_group10,decision_0,random_no1,time1,time1_group1,time1_group2,time1_group3,time1_group4,time1_group5,time1_group6,time1_group7,time1_group8,time1_group9,time1_group10,TimeINVESTDecisionStage1Group1OK,TimeINVESTDecisionStage1Group2OK,TimeINVESTDecisionStage1Group3OK,TimeINVESTDecisionStage1Group4OK,TimeINVESTDecisionStage1Group5OK,TimeINVESTDecisionStage1Group6OK,TimeINVESTDecisionStage1Group7OK,TimeINVESTDecisionStage1Group8OK,TimeINVESTDecisionStage1Group9OK,TimeINVESTDecisionStage1Group10O,group_success1,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,rn1,rn2,RN1,RN2,payoff_HL,decision,choice,prob1,prob2,friends,family,fb,stress,risks,taste_friends,argue_friends,defend_unpopular,less_fortunate,themselves,community,finds_fault,cold_aloof,considerate_kind,cooperate,rude,helpful_unselfish,quarrels,forgiving,trusting,gender,caste,age,religion,Marks10,Marks12,student,major,fam_inc,finalPayoff1,finalPayoff2,volunteerid_1,LeaveStage,gain_1,chosen_name,nickname_1,namecount_1,nickname_2,namecount_2,nickname_3,namecount_3,nickname_4,namecount_4,nickname_5,namecount_5,nickname_6,namecount_6,nickname_7,namecount_7,nickname_8,namecount_8,nickname_9,namecount_9,nickname_10,namecount_10,volunteername_1,gender_ans,gender_chosen,rank2,nonvolunteername1,nonvolunteername2,first_name,last_name,finalPayoff
1,6,62,5,5,subjects,2,0,0,0,5,0,900,6,11,.492597943866903,2,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,90,70,90,66,83,71,56,0,0,0,0,0,0,-,0,0,0,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,900,Deepa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Jhanvi,-,-,,,,,,
1,6,62,5,6,subjects,1,0,0,0,6,0,900,6,11,.7446030782277711,3,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,81,81,59,58,63,74,82,0,0,0,0,0,0,-,0,-,0,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,14,0,900,Deepa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ishita,-,-,,,,,,
1,6,62,5,7,subjects,2,0,0,0,7,0,900,6,11,.548595715569609,3,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,52,79,52,86,82,66,88,0,0,0,0,0,0,0,0,0,0,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,10,0,900,Deepa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Vivek,-,-,,,,,,
1,6,62,5,8,subjects,3,0,0,0,8,0,100,6,11,.700357867265286,2,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,55,80,81,55,86,51,76,0,0,0,0,0,0,-,0,0,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,0,0,100,Deepa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,,,,,,
1,6,62,5,9,subjects,3,0,0,0,9,0,100,6,11,.295270735535431,2,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,56,52,80,56,69,83,64,0,0,0,0,-,0,-,0,0,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,0,0,100,Deepa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,,,,,,
1,6,62,5,10,subjects,1,0,0,0,10,0,900,6,11,.355858660934427,1,-,-,-,-,-,-,-,.356682528442089,,,,,,,,,,,,,.381209931979519,62,62,83,56,69,68,53,0,0,0,0,0,0,0,0,0,0,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,17,0,900,Deepa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Priya,-,-,,,,,,
1,6,62,5,11,subjects,0,0,0,0,11,0,100,6,11,.5932587159766149,10,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,88,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,0,1,1,1,1,1,1,0,0,0,0,.789570069773853,.82403483792396,8,9,10,8,0,20,80,5,5,3,2,5,5,5,3,5,1,5,3,3,5,5,4,5,1,4,4,2,1,17,1,93.09999999999989,90,1,5,100000,900,10,0,-,100,Deepa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,,,,,,910
1,6,63,6,1,subjects,1,0,0,0,1,0,900,2,11,.517943193911548,2,1,0,900,300,100,2,3,0,,,,,,,,,,,,,0,86,86,90,65,48,63,46,0,0,0,0,0,0,0,-,0,0,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,9,0,900,Akash,54,1,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,Ashok,1,1,,,,,,
1,6,63,6,2,subjects,1,0,0,0,2,0,900,2,11,.175490661605955,1,-,-,-,-,-,-,-,.309435692294238,,,,,,,,,,,,,.695692690878963,76,76,56,71,47,55,50,0,0,0,0,0,0,0,0,0,0,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,12,0,900,Akash,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Reena,-,-,,,,,,
1,6,63,6,3,subjects,3,0,0,0,3,0,100,2,11,.596277927791829,2,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,59,56,70,59,68,47,53,0,0,0,0,0,0,-,0,0,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,0,0,100,Akash,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,,,,,,
1,6,63,6,4,subjects,1,0,0,0,4,0,900,2,11,.337900807307055,1,-,-,-,-,-,-,-,.828731635505674,,,,,,,,,,,,,.589672254207391,72,72,74,72,60,76,76,0,0,0,0,0,0,0,0,0,0,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,1,0,900,Akash,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Kritika,-,-,,,,,,
1,6,63,6,5,subjects,5,0,0,0,5,0,900,2,11,.607516420822365,2,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,71,70,90,66,83,71,56,0,0,0,0,0,0,-,0,0,0,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,4,0,900,Akash,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Tarun,-,-,,,,,,
1,6,63,6,6,subjects,2,0,0,0,6,0,900,2,11,.0988684096834009,1,-,-,-,-,-,-,-,.627720942547414,,,,,,,,,,,,,.301827310725034,59,81,59,58,63,74,82,0,0,0,0,0,0,-,0,-,0,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,2,0,900,Akash,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Simran,-,-,,,,,,
1,6,63,6,7,subjects,6,0,0,0,7,0,900,2,11,.142930429961034,1,-,-,-,-,-,-,-,.658959797424711,,,,,,,,,,,,,.957923064454422,88,79,52,86,82,66,88,0,0,0,0,0,0,0,0,0,0,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,14,0,900,Akash,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ishita,-,-,,,,,,
1,6,63,6,8,subjects,2,0,0,0,8,0,900,2,11,.571330910814614,2,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,81,80,81,55,86,51,76,0,0,0,0,0,0,-,0,0,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,9,0,900,Akash,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ashok,-,-,,,,,,
1,6,63,6,9,subjects,6,0,0,0,9,0,100,2,11,.965161083715577,3,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,64,52,80,56,69,83,64,0,0,0,0,-,0,-,0,0,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,0,0,100,Akash,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,,,,,,
1,6,63,6,10,subjects,3,0,0,0,10,0,900,2,11,.306185698744927,2,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,56,62,83,56,69,68,53,0,0,0,0,0,0,0,0,0,0,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,2,0,900,Akash,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Simran,-,-,,,,,,
1,6,63,6,11,subjects,0,0,0,0,11,0,100,2,11,.0885065636078391,5,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,88,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,0,1,1,1,1,1,0,1,0,0,0,.153235924967208,.544286549344792,2,6,160,2,1,20,80,5,5,3,1,3,2,4,4,5,1,5,4,5,3,5,5,5,4,4,5,1,1,18,3,84,82,1,1,400000,900,160,0,-,100,Akash,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,,,,,,1060
1,6,64,7,1,subjects,2,0,0,0,1,0,900,3,11,.0079357307441233,1,1,0,900,300,100,2,3,.798189465793869,,,,,,,,,,,,,.998196233063096,90,86,90,65,48,63,46,0,0,0,0,0,0,0,-,0,0,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,14,0,900,Harshit,0,0,59,1,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,Ishita,1,1,,,,,,
1,6,64,7,2,subjects,4,0,0,0,2,0,900,3,11,.812399480870179,3,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,47,76,56,71,47,55,50,0,0,0,0,0,0,0,0,0,0,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,900,Harshit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Deepa,-,-,,,,,,
1,6,64,7,3,subjects,6,0,0,0,3,0,900,3,11,.633547474459534,2,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,53,56,70,59,68,47,53,0,0,0,0,0,0,-,0,0,0,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,3,0,900,Harshit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yamini,-,-,,,,,,
1,6,64,7,4,subjects,3,0,0,0,4,0,900,3,11,.8955146055182041,3,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,72,72,74,72,60,76,76,0,0,0,0,0,0,0,0,0,0,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,16,0,900,Harshit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Rahul,-,-,,,,,,
1,6,64,7,5,subjects,4,0,0,0,5,0,900,3,11,.080133986231002,1,-,-,-,-,-,-,-,.5556441580670159,,,,,,,,,,,,,.835624186245549,83,70,90,66,83,71,56,0,0,0,0,0,0,-,0,0,0,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,1,0,900,Harshit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Kritika,-,-,,,,,,
1,6,64,7,6,subjects,5,0,0,0,6,0,100,3,11,.857671073571625,3,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,74,81,59,58,63,74,82,0,0,0,0,0,0,-,0,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,0,0,100,Harshit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,,,,,,
1,6,64,7,7,subjects,6,0,0,0,7,0,900,3,11,.305705069240976,2,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,88,79,52,86,82,66,88,0,0,0,0,0,0,0,0,0,0,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,14,0,900,Harshit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ishita,-,-,,,,,,
1,6,64,7,8,subjects,5,0,0,0,8,0,900,3,11,.137315317121015,1,-,-,-,-,-,-,-,.444141925985059,,,,,,,,,,,,,.131270824061367,51,80,81,55,86,51,76,0,0,0,0,0,0,-,0,0,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,1,0,900,Harshit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Kritika,-,-,,,,,,
1,6,64,7,9,subjects,6,0,0,0,9,0,100,3,11,.76746943535631,1,-,-,-,-,-,-,-,.493212352736486,,,,,,,,,,,,,.420012442125013,64,52,80,56,69,83,64,0,0,0,0,-,0,-,0,0,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,0,0,100,Harshit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,,,,,,
1,6,64,7,10,subjects,1,0,0,0,10,0,900,3,11,.721093540415677,2,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,62,62,83,56,69,68,53,0,0,0,0,0,0,0,0,0,0,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,17,0,900,Harshit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Priya,-,-,,,,,,
1,6,64,7,11,subjects,0,0,0,0,11,0,100,3,11,.0825067959178736,4,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,88,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,0,1,1,1,1,1,0,0,0,0,0,.524286059906839,.152005389869215,6,2,385,6,0,60,40,4,5,1,1,4,3,1,2,5,1,5,1,3,4,5,2,5,1,5,5,1,4,17,1,95,93.5,1,1,200000,900,385,0,-,100,Harshit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,,,,,,1285
1,6,65,8,1,subjects,3,0,0,0,1,0,900,10,11,0.099300188,1,1,0,900,300,100,2,3,.299189226841176,,,,,,,,,,,,,.44557570873088,65,86,90,65,48,63,46,0,0,0,0,0,0,0,-,0,0,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,1,0,900,Meera,0,0,0,0,15,1,0,0,0,0,0,0,-,-,-,-,-,-,-,-,Kritika,2,2,,,,,,
1,6,65,8,2,subjects,5,0,0,0,2,1,300,10,11,.519140166937904,3,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,55,76,56,71,47,55,50,0,0,0,0,0,0,0,0,16,0,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,300,Meera,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Meera,-,-,,,,,,
1,6,65,8,3,subjects,5,0,0,0,3,0,900,10,11,.563338781969313,3,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,47,56,70,59,68,47,53,0,0,0,0,0,0,-,0,0,0,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,900,Meera,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Jhanvi,-,-,,,,,,
1,6,65,8,4,subjects,2,0,0,0,4,0,900,10,11,.566078342760949,2,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,74,72,74,72,60,76,76,0,0,0,0,0,0,0,0,0,0,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,900,Meera,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Meghna,-,-,,,,,,
1,6,65,8,5,subjects,6,0,0,0,5,1,300,10,11,.428232612287734,2,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,56,70,90,66,83,71,56,0,0,0,0,0,0,-,0,0,12,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,300,Meera,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Meera,-,-,,,,,,
1,6,65,8,6,subjects,6,0,0,0,6,0,900,10,11,.140986756952939,1,-,-,-,-,-,-,-,.811906584450931,,,,,,,,,,,,,.832085302021394,82,81,59,58,63,74,82,0,0,0,0,0,0,-,0,-,0,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,900,Meera,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Meghna,-,-,,,,,,
1,6,65,8,7,subjects,2,0,0,0,7,0,900,10,11,.518397117740659,2,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,52,79,52,86,82,66,88,0,0,0,0,0,0,0,0,0,0,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,900,Meera,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Vivek,-,-,,,,,,
1,6,65,8,8,subjects,1,0,0,0,8,0,900,10,11,.7668322076866551,3,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,80,80,81,55,86,51,76,0,0,0,0,0,0,-,0,0,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,900,Meera,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Simran,-,-,,,,,,
1,6,65,8,9,subjects,5,0,0,0,9,1,300,10,11,.639677340928314,2,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,83,52,80,56,69,83,64,0,0,0,0,-,0,-,0,23,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,300,Meera,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Meera,-,-,,,,,,
1,6,65,8,10,subjects,3,0,0,0,10,0,900,10,11,.287593846343268,1,-,-,-,-,-,-,-,.763255526201452,,,,,,,,,,,,,.250889921212052,56,62,83,56,69,68,53,0,0,0,0,0,0,0,0,0,0,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,2,0,900,Meera,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Simran,-,-,,,,,,
1,6,65,8,11,subjects,0,0,0,0,11,0,100,10,11,.0139299496141867,2,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,88,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,0,1,1,1,1,1,0,1,0,0,0,.120663165636669,.153150890093832,2,2,200,2,1,20,80,5,5,5,3,3,1,4,5,5,3,5,4,5,3,4,5,4,3,4,4,2,1,18,3,85,95.3,1,5,200000,900,200,0,-,100,Meera,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,,,,,,1100
1,6,66,9,1,subjects,1,0,0,0,1,1,300,5,11,.684049180096038,3,1,0,900,300,100,2,3,0,,,,,,,,,,,,,0,86,86,90,65,48,63,46,0,0,0,0,44,0,0,-,0,0,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,9,0,300,Ashok,52,1,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,Ashok,1,1,,,,,,
1,6,66,9,2,subjects,3,0,0,0,2,1,300,5,11,.668019898081207,3,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,71,76,56,71,47,55,50,0,0,0,0,0,0,32,0,0,0,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,300,Ashok,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ashok,-,-,,,,,,
1,6,66,9,3,subjects,2,0,0,0,3,0,900,5,11,.824906573083673,2,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,70,56,70,59,68,47,53,0,0,0,0,0,0,-,0,0,0,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,900,Ashok,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Tarun,-,-,,,,,,
1,6,66,9,4,subjects,6,0,0,0,4,0,900,5,11,.838005119859243,2,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,76,72,74,72,60,76,76,0,0,0,0,0,0,0,0,0,0,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,900,Ashok,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Simran,-,-,,,,,,
1,6,66,9,5,subjects,1,0,0,0,5,1,300,5,11,.596109945138967,2,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,70,70,90,66,83,71,56,0,0,0,0,15,0,-,0,0,0,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,9,0,300,Ashok,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ashok,-,-,,,,,,
1,6,66,9,6,subjects,2,0,0,0,6,0,900,5,11,.122784649079099,2,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,59,81,59,58,63,74,82,0,0,0,0,0,0,-,0,-,0,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,2,0,900,Ashok,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Simran,-,-,,,,,,
1,6,66,9,7,subjects,3,0,0,0,7,0,900,5,11,.781371441567955,2,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,86,79,52,86,82,66,88,0,0,0,0,0,0,0,0,0,0,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,15,0,900,Ashok,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Meghna,-,-,,,,,,
1,6,66,9,8,subjects,2,0,0,0,8,1,300,5,11,.730883538132013,3,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,81,80,81,55,86,51,76,0,0,0,0,0,12,-,0,0,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,9,0,300,Ashok,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ashok,-,-,,,,,,
1,6,66,9,9,subjects,1,0,0,0,9,0,100,5,11,.60268070856234,3,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,52,52,80,56,69,83,64,0,0,0,0,-,0,-,0,0,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,0,0,100,Ashok,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,,,,,,
1,6,66,9,10,subjects,5,0,0,0,10,0,900,5,11,.0356288678178698,1,-,-,-,-,-,-,-,.1491147950986,,,,,,,,,,,,,.514616121311958,68,62,83,56,69,68,53,0,0,0,0,0,0,0,0,0,0,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,11,0,900,Ashok,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Jhanvi,-,-,,,,,,
1,6,66,9,11,subjects,0,0,0,0,11,0,100,5,11,.78734184512279,15,-,-,-,-,-,-,-,0,,,,,,,,,,,,,0,88,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,0,1,1,1,1,1,1,0,0,0,0,.245947502667991,.474216207151401,3,5,160,3,1,70,30,4,5,2,1,3,5,5,2,5,4,5,3,2,4,3,4,4,2,4,5,1,1,18,2,95,78,1,5,1200000,300,160,0,-,100,Ashok,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,,,,,,460
