id,DG_order,sessionid,playerid,date,treatmentdg,muslim,a2,living_cond,b1,b5,b6,b15,dg_statement1,dg_statement2,type,age,rel_firstidentity,tanzania,intervdgGhana1,intervdgGhana2,intervdgGhana3,intervdgGhana4,intervdgGhana5,c_intervdgGhana6,intervdgTanz1,intervdgTanz2,intervdgTanz3,intervdgTanz4,intervdgTanz5,c_intervdgTanz6,sessionGhana1,sessionGhana2,sessionGhana3,sessionGhana4,sessionGhana5,sessionGhana6,sessionGhana7,sessionGhana8,sessionGhana9,sessionGhana10,sessionGhana11,sessionGhana12,sessionGhana13,sessionGhana14,c_sessionGhana15,sessionTanz1,sessionTanz2,sessionTanz3,sessionTanz4,sessionTanz5,sessionTanz6,sessionTanz7,sessionTanz8,sessionTanz9,sessionTanz10,sessionTanz11,sessionTanz12,sessionTanz13,sessionTanz14,c_sessionTanz15,treatDG1,treatDG2,treatDG3,state3_1,state3_2,state3_3,fdg1,fdg2,samer,discrDG,negative_discri,positive_discri,female,fraction_dg,b3,b4,b8,b9,b10,b11,b12,b13,equal,order,rounddiscr_v1
97,1,3,6,803,Control,no,completed post-secondary,Better,A few times a week,,,yes,agree,agree,Accra,28,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0.5,0.4,Same religion,Negative,Negative,0,0,0.5,Prayer is a regular part of my daily life,,,,,strongly agree,strongly agree,uncertain,0,1,1
97,2,3,6,803,Control,no,completed post-secondary,Better,A few times a week,,,yes,agree,agree,Accra,28,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0.5,0.4,Other religion,Negative,Negative,0,0,0.4,Prayer is a regular part of my daily life,,,,,strongly agree,strongly agree,uncertain,0,1,1
98,1,3,7,803,One true religion,no,secondary completed,Same,A few times a week,yes,yes,yes,agree,agree,Accra,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0,0.2,0.2,Same religion,No,No,0,0,0.2,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,1,1,1
98,2,3,7,803,One true religion,no,secondary completed,Same,A few times a week,yes,yes,yes,agree,agree,Accra,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0,0.2,0.2,Other religion,No,No,0,0,0.2,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,1,1,1
99,1,3,8,803,Universal love,no,primary completed,Better,About once a week,yes,yes,yes,agree,agree,Accra,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0.2,0.2,Same religion,No,No,0,0,0.2,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,agree,agree,agree,agree,agree,disagree,1,1,1
99,2,3,8,803,Universal love,no,primary completed,Better,About once a week,yes,yes,yes,agree,agree,Accra,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0.2,0.2,Other religion,No,No,0,0,0.2,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,agree,agree,agree,agree,agree,disagree,1,1,1
100,1,3,9,803,Control,no,some primary,Much better,A few times a year,yes,yes,no,agree,agree,Accra,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0.2,0.2,Same religion,No,No,0,0,0.2,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,agree,agree,agree,disagree,agree,disagree,1,1,1
100,2,3,9,803,Control,no,some primary,Much better,A few times a year,yes,yes,no,agree,agree,Accra,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0.2,0.2,Other religion,No,No,0,0,0.2,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,agree,agree,agree,disagree,agree,disagree,1,1,1
101,1,3,10,803,One true religion,no,some secondary,Better,,yes,no,no,agree,agree,Accra,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,disagree,0,0,0.5,0.4,Other religion,Positive,No,1,0,0.5,Prayer is a regular part of my daily life," Although I sometimes question his existence, I do believe in God",agree,disagree,disagree,agree,disagree,strongly agree,0,0,1
101,2,3,10,803,One true religion,no,some secondary,Better,,yes,no,no,agree,agree,Accra,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,disagree,0,0,0.5,0.4,Same religion,Positive,No,1,0,0.4,Prayer is a regular part of my daily life," Although I sometimes question his existence, I do believe in God",agree,disagree,disagree,agree,disagree,strongly agree,0,0,1
102,1,3,11,803,Universal love,no,no schooling,Same,A few times a week,yes,yes,no,agree,agree,Accra,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0,0.1,Other religion,Negative,Negative,0,1,0,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,disagree,disagree,disagree,0,0,0
102,2,3,11,803,Universal love,no,no schooling,Same,A few times a week,yes,yes,no,agree,agree,Accra,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0,0.1,Same religion,Negative,Negative,0,1,0.1,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,disagree,disagree,disagree,0,0,0
103,1,3,12,803,Control,no,secondary completed,Better,About once a week,yes,yes,yes,agree,agree,Accra,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0,Other religion,No,No,0,0,0,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,,strongly agree,disagree,1,0,0
103,2,3,12,803,Control,no,secondary completed,Better,About once a week,yes,yes,yes,agree,agree,Accra,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0,Same religion,No,No,0,0,0,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,,strongly agree,disagree,1,0,0
104,1,3,13,803,One true religion,no,completed post-secondary,Better,A few times a week,yes,yes,yes,agree,agree,Accra,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0,0.2,0.2,Other religion,No,No,0,1,0.2,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,agree,agree,strongly disagree,1,0,1
104,2,3,13,803,One true religion,no,completed post-secondary,Better,A few times a week,yes,yes,yes,agree,agree,Accra,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0,0.2,0.2,Same religion,No,No,0,1,0.2,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,agree,agree,strongly disagree,1,0,1
105,1,3,14,803,Universal love,no,some secondary,Better,About once a week,yes,yes,yes,agree,agree,Accra,58,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0.1,0.1,Other religion,No,No,0,0,0.1,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,disagree,strongly agree,agree,1,0,1
105,2,3,14,803,Universal love,no,some secondary,Better,About once a week,yes,yes,yes,agree,agree,Accra,58,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0.1,0.1,Same religion,No,No,0,0,0.1,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,disagree,strongly agree,agree,1,0,1
106,1,3,15,803,Control,no,secondary completed,Same,A few times a week,yes,yes,yes,agree,agree,Accra,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0.5,0.5,Other religion,No,No,0,1,0.5,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,disagree,strongly disagree,1,0,1
106,2,3,15,803,Control,no,secondary completed,Same,A few times a week,yes,yes,yes,agree,agree,Accra,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0.5,0.5,Same religion,No,No,0,1,0.5,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,disagree,strongly disagree,1,0,1
107,1,3,16,803,One true religion,no,completed post-secondary,Same,About once a week,yes,yes,yes,agree,agree,Accra,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0,0.5,0.5,Same religion,No,No,0,0,0.5,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,agree,agree,strongly agree,disagree,disagree,agree,1,1,1
107,2,3,16,803,One true religion,no,completed post-secondary,Same,About once a week,yes,yes,yes,agree,agree,Accra,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0,0.5,0.5,Other religion,No,No,0,0,0.5,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,agree,agree,strongly agree,disagree,disagree,agree,1,1,1
108,1,3,17,803,Universal love,no,secondary completed,Better,About once a week,yes,yes,yes,agree,agree,Accra,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0.5,0.5,Same religion,No,No,0,0,0.5,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,disagree,1,1,1
108,2,3,17,803,Universal love,no,secondary completed,Better,About once a week,yes,yes,yes,agree,agree,Accra,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0.5,0.5,Other religion,No,No,0,0,0.5,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,disagree,1,1,1
109,1,3,18,803,Control,no,some secondary,Better,A few times a year,yes,yes,yes,agree,agree,Accra,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0.2,0,Same religion,Negative,Negative,0,0,0.2,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,0,1,1
109,2,3,18,803,Control,no,some secondary,Better,A few times a year,yes,yes,yes,agree,agree,Accra,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0.2,0,Other religion,Negative,Negative,0,0,0,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,0,1,1
110,1,3,19,803,One true religion,no,secondary completed,worse,A few times a week,yes,yes,yes,agree,agree,Accra,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,disagree,0,0,0.2,0.2,Same religion,No,No,0,0,0.2,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,disagree,disagree,disagree,1,1,1
110,2,3,19,803,One true religion,no,secondary completed,worse,A few times a week,yes,yes,yes,agree,agree,Accra,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,disagree,0,0,0.2,0.2,Other religion,No,No,0,0,0.2,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,disagree,disagree,disagree,1,1,1
111,1,3,20,803,Universal love,no,secondary completed,worse,About once a week,yes,yes,yes,agree,agree,Accra,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0.2,0,Same religion,Negative,Negative,0,1,0.2,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,disagree,0,1,1
111,2,3,20,803,Universal love,no,secondary completed,worse,About once a week,yes,yes,yes,agree,agree,Accra,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0.2,0,Other religion,Negative,Negative,0,1,0,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,disagree,0,1,1
112,1,4,1,803,One true religion,no,some secondary,Better,About once a week,yes,yes,yes,agree,agree,Accra,81,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0,0.1,0.1,Other religion,No,No,0,0,0.1,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,uncertain,strongly agree,disagree,agree,disagree,1,0,1
112,2,4,1,803,One true religion,no,some secondary,Better,About once a week,yes,yes,yes,agree,agree,Accra,81,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0,0.1,0.1,Same religion,No,No,0,0,0.1,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,uncertain,strongly agree,disagree,agree,disagree,1,0,1
113,1,4,2,803,Universal love,yes,some primary,Much better,Never,yes,yes,yes,agree,agree,Accra,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0.2,0.2,Same religion,No,No,0,1,0.2,Prayer has little importance in my life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly disagree,disagree,uncertain,disagree,strongly agree,1,1,1
113,2,4,2,803,Universal love,yes,some primary,Much better,Never,yes,yes,yes,agree,agree,Accra,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0.2,0.2,Other religion,No,No,0,1,0.2,Prayer has little importance in my life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly disagree,disagree,uncertain,disagree,strongly agree,1,1,1
114,1,4,3,803,Control,no,primary completed,worse,About once a week,yes,yes,yes,agree,agree,Accra,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0,Other religion,No,No,0,0,0,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,agree,agree,agree,uncertain,agree,disagree,1,0,0
114,2,4,3,803,Control,no,primary completed,worse,About once a week,yes,yes,yes,agree,agree,Accra,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0,Same religion,No,No,0,0,0,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,agree,agree,agree,uncertain,agree,disagree,1,0,0
115,1,4,4,803,One true religion,no,primary completed,Better,About once a week,yes,yes,no,agree,disagree,Accra,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0,0.4,0.3,Same religion,Negative,Negative,0,0,0.4,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,agree,agree,agree,agree,0,1,1
115,2,4,4,803,One true religion,no,primary completed,Better,About once a week,yes,yes,no,agree,disagree,Accra,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0,0.4,0.3,Other religion,Negative,Negative,0,0,0.3,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,agree,agree,agree,agree,0,1,1
116,1,4,5,803,Universal love,no,secondary completed,Better,About once a week,yes,yes,yes,agree,agree,Accra,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0,0,Same religion,No,No,0,0,0,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,disagree,strongly agree,strongly disagree,1,1,0
116,2,4,5,803,Universal love,no,secondary completed,Better,About once a week,yes,yes,yes,agree,agree,Accra,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0,0,Other religion,No,No,0,0,0,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,disagree,strongly agree,strongly disagree,1,1,0
117,1,4,6,803,Control,no,completed post-secondary,Better,About once a week,yes,yes,yes,disagree,agree,Accra,43,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0.1,0.1,Same religion,No,No,0,1,0.1,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,disagree,disagree,1,1,1
117,2,4,6,803,Control,no,completed post-secondary,Better,About once a week,yes,yes,yes,disagree,agree,Accra,43,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0.1,0.1,Other religion,No,No,0,1,0.1,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,disagree,disagree,1,1,1
118,1,4,7,803,One true religion,yes,primary completed,worse,A few times a week,yes,yes,yes,agree,neutral,Accra,18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,disagree,0,0,0.1,0.1,Other religion,No,No,0,0,0.1,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,agree,strongly disagree,1,0,1
118,2,4,7,803,One true religion,yes,primary completed,worse,A few times a week,yes,yes,yes,agree,neutral,Accra,18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,disagree,0,0,0.1,0.1,Same religion,No,No,0,0,0.1,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,agree,strongly disagree,1,0,1
119,1,4,8,803,Universal love,no,no schooling,Better,A few times a year,yes,yes,no,agree,agree,Accra,28,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0,0,Same religion,No,No,0,0,0,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,disagree,1,1,0
119,2,4,8,803,Universal love,no,no schooling,Better,A few times a year,yes,yes,no,agree,agree,Accra,28,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0,0,Other religion,No,No,0,0,0,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,disagree,1,1,0
120,1,4,9,803,Control,no,primary completed,worse,A few times a year,yes,yes,yes,agree,agree,Accra,18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0.2,0.3,Same religion,Positive,No,1,0,0.2,I usually pray in times of stress or need but rarely at any other time,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,agree,disagree,strongly disagree,strongly disagree,0,1,1
120,2,4,9,803,Control,no,primary completed,worse,A few times a year,yes,yes,yes,agree,agree,Accra,18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0.2,0.3,Other religion,Positive,No,1,0,0.3,I usually pray in times of stress or need but rarely at any other time,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,agree,disagree,strongly disagree,strongly disagree,0,1,1
121,1,4,10,803,One true religion,no,some post-secondary,Better,A few times a week,yes,yes,yes,agree,agree,Accra,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,disagree,0,0,0.7,0.7,Other religion,No,No,0,1,0.7,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,1,0,1
121,2,4,10,803,One true religion,no,some post-secondary,Better,A few times a week,yes,yes,yes,agree,agree,Accra,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,disagree,0,0,0.7,0.7,Same religion,No,No,0,1,0.7,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,1,0,1
122,1,4,11,803,Universal love,no,some secondary,Better,Never,yes,yes,no,agree,agree,Accra,72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0.1,0.1,Other religion,No,No,0,0,0.1,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,agree,strongly agree,agree,disagree,disagree,strongly disagree,1,0,1
122,2,4,11,803,Universal love,no,some secondary,Better,Never,yes,yes,no,agree,agree,Accra,72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0.1,0.1,Same religion,No,No,0,0,0.1,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,agree,strongly agree,agree,disagree,disagree,strongly disagree,1,0,1
