Soc_Ref,Persec,Paranoia,Age,Gender,earnmore,harmme,frame,frame_bin,fairness,fair_bin,believe_real,similarHITS,role,role_bin,,Key,
17,16,33,52,Female,100,100,take,1,stingy,1,5,1,receiver,1,,,
24,22,46,67,Male,100,100,give,0,stingy,1,1,5,receiver,1,,,
16,17,33,66,Female,38,0,give,0,fair,0,5,3,receiver,1,,,
31,31,62,41,Female,11,0,take,1,fair,0,5,4,receiver,1,,,
40,42,82,20,Male,100,9,give,0,stingy,1,2,3,receiver,1,,,
39,20,59,34,Female,26,19,give,0,fair,0,2,3,receiver,1,,,
22,16,38,37,Male,98,98,give,0,stingy,1,5,2,receiver,1,,,
42,32,74,23,Female,100,100,give,0,stingy,1,5,5,receiver,1,,,
17,17,34,49,Female,100,62,give,0,stingy,1,2,2,receiver,1,,,
54,49,103,38,Male,100,100,take,1,stingy,1,4,2,receiver,1,,,
51,49,100,20,Female,100,21,take,1,stingy,1,5,4,receiver,1,,,
20,19,39,36,Male,97,21,give,0,stingy,1,4,1,receiver,1,,,
26,22,48,34,Male,100,21,take,1,stingy,1,2,4,receiver,1,,,
26,27,53,44,Female,23,0,give,0,fair,0,4,3,receiver,1,,,
22,18,40,37,Female,100,0,give,0,stingy,1,1,3,receiver,1,,,
18,16,34,50,Female,25,25,take,1,fair,0,4,4,receiver,1,,,
18,16,34,62,Male,100,5,take,1,stingy,1,3,3,receiver,1,,,
43,45,88,33,Female,3,1,give,0,fair,0,5,3,receiver,1,,,
16,16,32,28,Male,100,100,take,1,stingy,1,3,1,receiver,1,,,
21,31,52,27,Female,0,0,give,0,fair,0,2,3,receiver,1,,,
35,31,66,36,Female,100,2,give,0,stingy,1,4,3,receiver,1,,,
16,18,34,32,Male,50,50,take,1,fair,0,3,4,receiver,1,,,
24,23,47,38,Male,100,0,give,0,stingy,1,4,5,receiver,1,,,
19,21,40,24,Female,97,93,give,0,stingy,1,4,1,receiver,1,,,
16,16,32,49,Female,98,48,give,0,stingy,1,1,3,receiver,1,,,
18,18,36,40,Male,95,3,take,1,stingy,1,4,4,receiver,1,,,
32,60,92,40,Female,75,47,take,1,fair,0,2,2,receiver,1,,,
21,16,37,48,Female,100,2,take,1,stingy,1,3,1,receiver,1,,,
29,24,53,43,Male,100,9,give,0,stingy,1,4,1,receiver,1,,,
18,16,34,45,Male,41,0,give,0,fair,0,1,2,receiver,1,,,
16,22,38,32,Male,0,0,give,0,fair,0,1,1,receiver,1,,,
18,16,34,29,Female,100,0,take,1,stingy,1,4,5,receiver,1,,,
18,17,35,25,Male,10,0,give,0,fair,0,4,4,receiver,1,,,
19,19,38,51,Male,50,0,give,0,fair,0,5,5,receiver,1,,,
25,16,41,34,Female,18,0,give,0,fair,0,3,3,receiver,1,,,
26,17,43,58,Male,75,0,give,0,fair,0,2,4,receiver,1,,,
28,19,47,27,Male,100,10,give,0,stingy,1,1,4,receiver,1,,,
16,16,32,53,Female,0,0,give,0,stingy,1,5,2,receiver,1,,,
29,23,52,35,Female,73,0,take,1,fair,0,5,3,receiver,1,,,
44,34,78,40,Male,97,75,take,1,stingy,1,2,2,receiver,1,,,
17,17,34,29,Male,100,0,take,1,fair,0,5,3,receiver,1,,,
16,16,32,25,Female,100,0,take,1,stingy,1,5,1,receiver,1,,,
48,23,71,45,Male,100,14,take,1,stingy,1,5,1,receiver,1,,,
36,19,55,27,Female,100,100,give,0,stingy,1,5,4,receiver,1,,,
19,17,36,48,Female,8,1,give,0,fair,0,5,4,receiver,1,,,
45,22,67,29,Male,62,30,give,0,fair,0,2,3,receiver,1,,,
23,16,39,35,Male,63,3,give,0,fair,0,4,3,receiver,1,,,
16,16,32,42,Male,39,1,give,0,fair,0,4,2,receiver,1,,,
16,16,32,46,Male,14,0,give,0,fair,0,5,4,receiver,1,,,
19,16,35,45,Female,0,0,give,0,fair,0,4,2,receiver,1,,,
49,45,94,27,Male,49,100,give,0,stingy,1,4,3,receiver,1,,,
21,16,37,36,Male,20,3,take,1,fair,0,3,3,receiver,1,,,
24,22,46,32,Female,83,45,give,0,stingy,1,5,1,receiver,1,,,
19,16,35,37,Female,100,0,take,1,stingy,1,4,4,receiver,1,,,
37,29,66,34,Female,100,3,take,1,stingy,1,5,3,receiver,1,,,
21,21,42,22,Male,100,100,take,1,stingy,1,2,3,receiver,1,,,
39,33,72,30,Female,100,20,take,1,fair,0,4,4,receiver,1,,,
18,20,38,31,Male,100,0,take,1,fair,0,2,3,receiver,1,,,
18,16,34,47,Male,43,40,take,1,fair,0,5,4,receiver,1,,,
46,37,83,26,Male,89,62,take,1,fair,0,4,4,receiver,1,,,
34,20,54,40,Male,28,29,take,1,fair,0,5,3,receiver,1,,,
58,57,115,36,Male,76,73,give,0,fair,0,4,2,receiver,1,,,
51,40,91,25,Male,92,76,give,0,stingy,1,4,3,receiver,1,,,
37,24,61,28,Female,0,0,take,1,fair,0,2,3,receiver,1,,,
30,16,46,35,Female,33,37,give,0,fair,0,2,4,receiver,1,,,
17,17,34,37,Male,100,0,give,0,stingy,1,5,2,receiver,1,,,
49,53,102,49,Female,57,37,take,1,fair,0,4,3,receiver,1,,,
17,17,34,60,Female,100,100,give,0,stingy,1,1,3,receiver,1,,,
16,16,32,33,Male,100,0,give,0,stingy,1,5,1,receiver,1,,,
17,16,33,37,Male,50,0,take,1,fair,0,2,4,receiver,1,,,
27,40,67,39,Female,100,11,take,1,stingy,1,1,2,receiver,1,,,
20,16,36,35,Female,0,0,give,0,fair,0,5,2,receiver,1,,,
17,16,33,61,Male,100,0,take,1,stingy,1,5,2,receiver,1,,,
20,16,36,45,Female,100,0,take,1,stingy,1,5,4,receiver,1,,,
26,32,58,33,Female,21,17,give,0,fair,0,1,2,receiver,1,,,
31,16,47,37,Female,24,0,give,0,fair,0,2,4,receiver,1,,,
16,17,33,33,Male,0,0,give,0,fair,0,1,3,receiver,1,,,
17,16,33,54,Male,55,23,take,1,fair,0,3,3,receiver,1,,,
17,16,33,41,Female,100,0,give,0,stingy,1,2,4,receiver,1,,,
38,18,56,36,Female,0,0,give,0,fair,0,5,3,receiver,1,,,
19,16,35,29,Male,15,18,take,1,fair,0,5,2,receiver,1,,,
29,19,48,34,Male,15,1,give,0,fair,0,1,2,receiver,1,,,
35,26,61,26,Female,100,100,take,1,stingy,1,5,2,receiver,1,,,
18,16,34,40,Male,84,14,take,1,stingy,1,4,4,receiver,1,,,
35,27,62,36,Male,100,0,take,1,fair,0,5,2,receiver,1,,,
40,18,58,30,Female,97,100,give,0,stingy,1,3,3,receiver,1,,,
39,54,93,53,Female,24,24,take,1,fair,0,5,3,receiver,1,,,
16,16,32,30,Female,0,0,give,0,fair,0,1,3,receiver,1,,,
21,19,40,28,Male,93,22,take,1,stingy,1,3,2,receiver,1,,,
22,16,38,37,Female,74,10,take,1,fair,0,4,4,receiver,1,,,
18,16,34,34,Female,99,0,take,1,stingy,1,3,1,receiver,1,,,
58,49,107,29,Male,100,19,take,1,stingy,1,3,4,receiver,1,,,
16,16,32,44,Female,100,0,give,0,stingy,1,5,5,receiver,1,,,
17,25,42,26,Male,19,0,take,1,fair,0,2,5,receiver,1,,,
32,27,59,29,Female,100,74,give,0,stingy,1,2,3,receiver,1,,,
21,17,38,44,Male,100,0,give,0,stingy,1,4,3,receiver,1,,,
17,16,33,33,Male,22,0,give,0,fair,0,4,2,receiver,1,,,
27,26,53,38,Female,100,0,give,0,stingy,1,5,4,receiver,1,,,
32,22,54,24,Male,23,3,take,1,fair,0,2,2,receiver,1,,,
16,16,32,42,Female,50,62,take,1,fair,0,3,5,receiver,1,,,
16,16,32,65,Female,100,2,give,0,stingy,1,1,5,receiver,1,,,
40,29,69,41,Female,0,0,give,0,fair,0,5,3,receiver,1,,,
16,16,32,26,Male,34,0,take,1,fair,0,5,3,receiver,1,,,
16,16,32,60,Female,87,88,take,1,stingy,1,4,4,receiver,1,,,
16,16,32,51,Female,100,0,take,1,stingy,1,5,3,receiver,1,,,
30,32,62,33,Male,62,65,take,1,fair,0,4,2,receiver,1,,,
34,18,52,57,Female,100,8,give,0,stingy,1,3,4,receiver,1,,,
20,17,37,26,Female,100,100,give,0,stingy,1,4,4,receiver,1,,,
16,16,32,35,Female,100,0,give,0,stingy,1,5,1,receiver,1,,,
16,16,32,21,Male,100,0,take,1,stingy,1,2,2,receiver,1,,,
20,19,39,52,Female,78,100,give,0,stingy,1,4,4,receiver,1,,,
36,21,57,35,Female,24,20,give,0,fair,0,2,1,receiver,1,,,
18,16,34,29,Female,63,26,take,1,fair,0,4,2,receiver,1,,,
20,19,39,26,Male,100,0,give,0,stingy,1,2,3,receiver,1,,,
38,36,74,44,Male,82,39,take,1,stingy,1,1,1,receiver,1,,,
16,16,32,33,Male,100,100,take,1,stingy,1,5,1,receiver,1,,,
19,17,36,43,Female,100,0,give,0,stingy,1,4,2,receiver,1,,,
27,30,57,36,Female,13,0,take,1,fair,0,4,2,receiver,1,,,
21,16,37,33,Male,100,50,take,1,fair,0,2,4,receiver,1,,,
38,35,73,38,Male,100,0,give,0,stingy,1,5,1,receiver,1,,,
45,34,79,32,Male,100,0,take,1,stingy,1,5,2,receiver,1,,,
21,19,40,34,Male,100,8,take,1,fair,0,4,2,receiver,1,,,
17,16,33,35,Male,100,0,give,0,stingy,1,3,1,receiver,1,,,
18,16,34,26,Female,32,59,take,1,fair,0,4,2,receiver,1,,,
20,16,36,34,Male,14,0,give,0,fair,0,5,4,receiver,1,,,
19,16,35,45,Male,100,0,give,0,stingy,1,5,3,receiver,1,,,
17,16,33,39,Male,0,0,give,0,fair,0,5,5,receiver,1,,,
29,16,45,31,Female,100,0,take,1,fair,0,2,3,receiver,1,,,
19,17,36,46,Male,32,1,take,1,fair,0,4,3,receiver,1,,,
20,17,37,29,Male,100,0,take,1,stingy,1,5,3,receiver,1,,,
16,16,32,30,Female,32,0,give,0,fair,0,5,3,receiver,1,,,
31,32,63,32,Male,19,19,take,1,fair,0,1,4,receiver,1,,,
26,17,43,34,Female,65,25,take,1,fair,0,5,3,receiver,1,,,
16,16,32,29,Female,57,1,take,1,fair,0,1,4,receiver,1,,,
19,18,37,31,Male,21,22,give,0,fair,0,2,3,receiver,1,,,
46,73,119,55,Female,99,32,take,1,stingy,1,3,2,receiver,1,,,
30,33,63,33,Male,0,0,give,0,fair,0,2,3,receiver,1,,,
16,18,34,61,Female,98,19,take,1,stingy,1,2,4,receiver,1,,,
21,16,37,30,Male,100,0,give,0,stingy,1,5,1,receiver,1,,,
18,17,35,40,Male,52,3,give,0,fair,0,5,4,receiver,1,,,
19,16,35,36,Female,71,22,take,1,stingy,1,1,1,receiver,1,,,
16,16,32,19,Female,100,45,give,0,stingy,1,4,1,receiver,1,,,
46,24,70,26,Female,70,64,take,1,fair,0,1,3,receiver,1,,,
18,16,34,34,Female,51,5,take,1,fair,0,5,3,receiver,1,,,
16,16,32,47,Female,51,0,give,0,fair,0,5,2,receiver,1,,,
19,21,40,71,Female,4,0,give,0,fair,0,5,1,receiver,1,,,
17,16,33,55,Male,51,0,give,0,fair,0,1,4,receiver,1,,,
62,54,116,32,Female,87,88,give,0,stingy,1,1,3,receiver,1,,,
19,16,35,28,Male,100,0,take,1,fair,0,5,3,receiver,1,,,
53,21,74,34,Male,68,32,take,1,fair,0,5,3,receiver,1,,,
22,16,38,31,Female,100,0,give,0,stingy,1,4,3,receiver,1,,,
41,32,73,29,Male,78,18,give,0,fair,0,2,4,receiver,1,,,
21,17,38,37,Female,4,0,give,0,fair,0,3,3,receiver,1,,,
19,16,35,33,Female,16,8,give,0,fair,0,1,2,receiver,1,,,
16,16,32,36,Female,100,26,give,0,stingy,1,5,3,receiver,1,,,
17,16,33,41,Male,74,25,take,1,stingy,1,2,2,receiver,1,,,
19,18,37,34,Male,46,0,give,0,fair,0,3,2,receiver,1,,,
30,20,50,32,Male,100,0,take,1,stingy,1,4,2,receiver,1,,,
24,35,59,29,Female,100,51,take,1,stingy,1,3,4,receiver,1,,,
22,16,38,49,Female,100,37,take,1,fair,0,1,3,receiver,1,,,
18,16,34,45,Female,89,20,take,1,stingy,1,1,4,receiver,1,,,
24,21,45,32,Male,12,7,give,0,fair,0,3,3,receiver,1,,,
47,48,95,27,Male,80,75,take,1,fair,0,3,4,receiver,1,,,
16,16,32,54,Male,100,0,take,1,stingy,1,1,1,receiver,1,,,
25,17,42,55,Male,100,12,give,0,stingy,1,3,2,receiver,1,,,
18,17,35,67,Male,58,44,take,1,fair,0,5,4,receiver,1,,,
17,16,33,34,Female,100,4,take,1,stingy,1,5,3,receiver,1,,,
19,23,42,36,Male,100,0,take,1,fair,0,4,3,receiver,1,,,
40,19,59,28,Female,100,0,give,0,stingy,1,5,3,receiver,1,,,
26,34,60,65,Female,14,0,take,1,fair,0,1,4,receiver,1,,,
45,52,97,19,Male,90,87,give,0,stingy,1,2,2,receiver,1,,,
16,16,32,21,Male,51,51,take,1,fair,0,1,1,receiver,1,,,
23,29,52,35,Female,51,0,take,1,fair,0,5,2,receiver,1,,,
21,21,42,28,Male,82,84,give,0,fair,0,3,4,receiver,1,,,
17,17,34,72,Male,91,20,give,0,stingy,1,2,3,receiver,1,,,
19,18,37,31,Male,1,4,give,0,fair,0,5,1,receiver,1,,,
44,31,75,20,Male,84,20,take,1,fair,0,3,2,receiver,1,,,
21,16,37,50,Male,13,0,give,0,fair,0,4,1,receiver,1,,,
16,16,32,37,Female,100,0,take,1,stingy,1,4,2,receiver,1,,,
16,16,32,58,Female,0,0,give,0,fair,0,4,4,receiver,1,,,
28,20,48,30,Male,21,38,take,1,fair,0,1,3,receiver,1,,,
18,18,36,56,Male,18,0,give,0,fair,0,5,4,receiver,1,,,
17,16,33,30,Male,100,13,take,1,stingy,1,5,3,receiver,1,,,
17,16,33,37,Female,81,100,take,1,fair,0,5,1,receiver,1,,,
40,35,75,23,Male,89,10,take,1,stingy,1,1,3,receiver,1,,,
40,22,62,32,Male,95,97,take,1,fair,0,1,1,receiver,1,,,
21,23,44,46,Male,100,0,take,1,stingy,1,4,2,receiver,1,,,
34,16,50,35,Male,82,12,give,0,stingy,1,5,3,receiver,1,,,
26,20,46,37,Female,100,16,take,1,stingy,1,4,3,receiver,1,,,
41,24,65,37,Female,60,10,take,1,fair,0,4,4,receiver,1,,,
22,42,64,27,Female,0,0,take,1,fair,0,1,1,receiver,1,,,
34,19,53,22,Female,100,49,give,0,stingy,1,3,4,receiver,1,,,
51,38,89,25,Female,77,42,give,0,stingy,1,4,3,receiver,1,,,
49,37,86,34,Female,94,30,give,0,fair,0,2,3,receiver,1,,,
36,36,72,24,Female,80,82,take,1,stingy,1,3,1,receiver,1,,,
17,16,33,51,Female,26,6,take,1,fair,0,4,2,receiver,1,,,
27,17,44,22,Male,100,27,give,0,stingy,1,2,4,receiver,1,,,
16,16,32,47,Female,0,0,take,1,fair,0,2,3,receiver,1,,,
24,16,40,38,Female,13,0,give,0,fair,0,2,3,receiver,1,,,
16,16,32,65,Female,51,0,take,1,fair,0,5,3,receiver,1,,,
20,19,39,27,Female,91,12,give,0,fair,0,5,2,receiver,1,,,
23,19,42,51,Male,100,51,give,0,stingy,1,4,3,receiver,1,,,
16,16,32,22,Male,29,28,take,1,fair,0,4,2,receiver,1,,,
23,19,42,60,Male,100,0,give,0,stingy,1,5,1,receiver,1,,,
42,24,66,51,Male,100,0,give,0,stingy,1,2,2,receiver,1,,,
17,16,33,29,Female,100,20,give,0,stingy,1,5,3,receiver,1,,,
18,21,39,66,Female,53,41,give,0,fair,0,3,4,receiver,1,,,
18,16,34,35,Female,71,30,give,0,fair,0,4,3,receiver,1,,,
53,46,99,42,Female,100,23,give,0,stingy,1,5,1,receiver,1,,,
31,22,53,26,Female,100,14,give,0,stingy,1,4,5,receiver,1,,,
17,16,33,43,Female,91,2,take,1,fair,0,5,5,receiver,1,,,
35,22,57,32,Female,34,30,take,1,fair,0,2,3,receiver,1,,,
20,16,36,28,Female,25,7,take,1,fair,0,1,3,receiver,1,,,
27,33,60,33,Male,28,28,give,0,fair,0,3,4,receiver,1,,,
45,51,96,43,Female,0,0,take,1,fair,0,2,2,receiver,1,,,
49,48,97,29,Male,77,96,take,1,stingy,1,5,5,receiver,1,,,
38,19,57,31,Female,100,51,give,0,stingy,1,3,3,receiver,1,,,
26,25,51,26,Male,99,10,give,0,stingy,1,1,4,receiver,1,,,
27,16,43,34,Female,100,0,give,0,stingy,1,3,1,receiver,1,,,
35,44,79,37,Male,19,8,give,0,fair,0,4,4,receiver,1,,,
20,19,39,33,Male,100,0,give,0,stingy,1,4,4,receiver,1,,,
41,33,74,50,Female,68,18,give,0,fair,0,5,2,receiver,1,,,
34,27,61,28,Female,71,24,take,1,fair,0,4,4,receiver,1,,,
22,19,41,31,Female,0,0,give,0,fair,0,5,3,receiver,1,,,
30,18,48,45,Male,100,0,take,1,stingy,1,2,4,receiver,1,,,
23,16,39,42,Male,100,0,give,0,stingy,1,4,3,receiver,1,,,
62,60,122,29,Male,58,24,take,1,fair,0,4,3,receiver,1,,,
22,24,46,27,Female,100,28,give,0,stingy,1,5,4,receiver,1,,,
26,16,42,31,Female,56,0,take,1,fair,0,5,3,receiver,1,,,
16,16,32,30,Male,98,0,take,1,stingy,1,5,4,receiver,1,,,
27,16,43,18,Male,18,17,give,0,fair,0,4,3,receiver,1,,,
16,16,32,30,Male,21,0,give,0,fair,0,1,4,receiver,1,,,
32,38,70,48,Female,92,10,give,0,stingy,1,4,4,receiver,1,,,
23,22,45,56,Female,0,0,give,0,fair,0,3,3,receiver,1,,,
38,22,60,29,Female,69,0,give,0,fair,0,3,2,receiver,1,,,
44,36,80,37,Female,100,100,give,0,stingy,1,4,3,receiver,1,,,
16,16,32,21,Male,88,0,take,1,stingy,1,3,3,receiver,1,,,
16,16,32,51,Male,24,0,give,0,fair,0,2,1,receiver,1,,,
25,16,41,39,Female,100,100,take,1,stingy,1,3,4,receiver,1,,,
19,17,36,42,Female,77,25,take,1,fair,0,4,4,receiver,1,,,
16,16,32,33,Male,81,19,take,1,fair,0,4,2,receiver,1,,,
25,16,41,34,Female,17,0,give,0,fair,0,3,3,receiver,1,,,
48,48,96,23,Male,100,100,give,0,stingy,1,2,2,receiver,1,,,
48,48,96,22,Female,95,78,take,1,fair,0,5,5,receiver,1,,,
17,17,34,38,Female,100,100,take,1,stingy,1,4,1,receiver,1,,,
17,16,33,30,Male,100,0,give,0,stingy,1,1,3,receiver,1,,,
30,16,46,24,Female,5,0,give,0,fair,0,4,3,receiver,1,,,
19,16,35,40,Male,100,1,give,0,stingy,1,5,3,receiver,1,,,
20,17,37,22,Male,0,0,give,0,fair,0,5,4,receiver,1,,,
26,22,48,27,Female,28,0,take,1,fair,0,5,3,receiver,1,,,
21,16,37,30,Female,99,6,take,1,stingy,1,4,2,receiver,1,,,
17,16,33,41,Female,22,23,give,0,fair,0,4,2,receiver,1,,,
19,16,35,23,Male,12,12,give,0,fair,0,5,2,receiver,1,,,
35,49,84,59,Male,100,0,take,1,fair,0,1,4,receiver,1,,,
19,17,36,32,Male,73,11,give,0,fair,0,1,2,receiver,1,,,
27,23,50,49,Female,100,68,take,1,stingy,1,5,2,receiver,1,,,
24,16,40,40,Female,0,2,give,0,fair,0,5,1,receiver,1,,,
19,17,36,54,Female,58,18,take,1,fair,0,4,3,receiver,1,,,
46,20,66,30,Male,100,0,take,1,stingy,1,3,3,receiver,1,,,
21,17,38,43,Female,100,0,give,0,stingy,1,3,3,receiver,1,,,
17,16,33,32,Female,0,0,give,0,fair,0,5,1,receiver,1,,,
17,16,33,32,Female,100,0,take,1,fair,0,5,1,receiver,1,,,
16,16,32,74,Female,96,4,give,0,stingy,1,3,2,receiver,1,,,
16,16,32,25,Male,100,0,give,0,stingy,1,1,1,receiver,1,,,
17,16,33,39,Female,55,1,take,1,fair,0,5,3,receiver,1,,,
18,16,34,50,Female,77,25,give,0,fair,0,4,3,receiver,1,,,
30,16,46,24,Male,100,0,give,0,stingy,1,2,3,receiver,1,,,
30,16,46,24,Male,100,72,take,1,stingy,1,3,5,receiver,1,,,
18,16,34,56,Male,22,0,take,1,fair,0,2,4,receiver,1,,,
17,16,33,64,Female,100,0,take,1,fair,0,5,2,receiver,1,,,
20,16,36,27,Male,16,0,take,1,fair,0,3,3,receiver,1,,,
41,26,67,39,Male,0,0,give,0,fair,0,5,3,receiver,1,,,
20,16,36,38,Male,45,51,give,0,stingy,1,4,3,receiver,1,,,
16,16,32,43,Male,100,0,give,0,stingy,1,5,4,receiver,1,,,
19,16,35,32,Female,100,0,take,1,stingy,1,4,2,receiver,1,,,
65,53,118,29,Male,14,25,give,0,stingy,1,5,1,receiver,1,,,
20,16,36,44,Male,26,11,give,0,fair,0,3,3,receiver,1,,,
18,16,34,52,Male,8,8,take,1,fair,0,4,2,receiver,1,,,
26,25,51,31,Male,63,51,take,1,fair,0,4,2,receiver,1,,,
18,18,36,28,Female,100,86,give,0,stingy,1,5,3,receiver,1,,,
19,19,38,34,Male,84,28,take,1,stingy,1,5,4,receiver,1,,,
22,16,38,24,Male,41,0,give,0,fair,0,4,1,receiver,1,,,
34,16,50,42,Female,100,0,give,0,stingy,1,5,1,receiver,1,,,
28,29,57,64,Female,73,15,take,1,fair,0,5,4,receiver,1,,,
19,16,35,53,Female,75,25,give,0,fair,0,5,1,receiver,1,,,
16,16,32,56,Male,100,1,take,1,stingy,1,5,3,receiver,1,,,
16,19,35,46,Female,68,29,take,1,fair,0,5,5,receiver,1,,,
23,17,40,36,Female,63,0,give,0,fair,0,5,3,receiver,1,,,
36,19,55,48,Female,100,0,take,1,fair,0,5,4,receiver,1,,,
36,46,82,52,Female,100,60,take,1,stingy,1,5,3,receiver,1,,,
19,16,35,32,Female,100,51,give,0,stingy,1,2,4,receiver,1,,,
16,16,32,33,Female,74,0,take,1,fair,0,2,4,receiver,1,,,
16,16,32,49,Female,100,67,take,1,stingy,1,4,1,receiver,1,,,
18,16,34,32,Male,100,0,give,0,fair,0,5,4,receiver,1,,,
23,20,43,50,Female,100,0,give,0,stingy,1,5,3,receiver,1,,,
25,31,56,51,Male,100,0,take,1,stingy,1,5,2,receiver,1,,,
16,16,32,60,Male,100,0,take,1,fair,0,5,1,receiver,1,,,
29,25,54,55,Female,100,66,give,0,stingy,1,3,3,receiver,1,,,
19,17,36,65,Female,100,51,take,1,stingy,1,5,4,receiver,1,,,
17,16,33,45,Male,100,0,take,1,stingy,1,1,1,receiver,1,,,
16,16,32,43,Male,0,0,give,0,fair,0,5,1,receiver,1,,,
63,65,128,29,Male,100,0,give,0,stingy,1,5,1,receiver,1,,,
20,22,42,50,Female,82,21,take,1,fair,0,5,4,receiver,1,,,
47,43,90,27,Male,70,31,give,0,fair,0,3,2,receiver,1,,,
30,22,52,30,Male,100,31,take,1,fair,0,4,4,receiver,1,,,
49,27,76,29,Female,100,0,take,1,stingy,1,5,2,receiver,1,,,
35,23,58,41,Female,97,72,take,1,stingy,1,2,4,receiver,1,,,
20,17,37,34,Male,93,0,take,1,fair,0,4,2,receiver,1,,,
16,16,32,39,Male,64,9,take,1,fair,0,4,4,receiver,1,,,
19,17,36,40,Female,100,0,take,1,fair,0,2,2,receiver,1,,,
16,16,32,25,Male,100,0,take,1,stingy,1,5,3,receiver,1,,,
18,16,34,35,Female,100,24,take,1,stingy,1,2,4,receiver,1,,,
26,16,42,65,Female,1,0,give,0,fair,0,5,1,receiver,1,,,
16,16,32,55,Male,36,26,give,0,fair,0,2,3,receiver,1,,,
23,22,45,32,Male,0,0,give,0,fair,0,3,2,receiver,1,,,
22,18,40,29,Female,100,0,give,0,stingy,1,5,3,receiver,1,,,
16,16,32,32,Male,50,0,take,1,fair,0,5,3,receiver,1,,,
22,18,40,25,Male,100,0,take,1,stingy,1,4,2,receiver,1,,,
19,19,38,42,Female,100,100,take,1,fair,0,1,5,receiver,1,,,
46,19,65,29,Male,59,2,take,1,fair,0,5,4,receiver,1,,,
20,16,36,33,Male,100,0,give,0,stingy,1,5,3,receiver,1,,,
23,17,40,37,Female,100,100,take,1,stingy,1,1,4,receiver,1,,,
43,23,66,31,Male,20,0,give,0,fair,0,5,1,receiver,1,,,
23,17,40,23,Female,39,9,give,0,fair,0,4,1,receiver,1,,,
45,29,74,46,Female,100,22,take,1,stingy,1,3,4,receiver,1,,,
40,38,78,29,Female,100,0,give,0,stingy,1,5,1,receiver,1,,,
31,20,51,22,Female,49,0,take,1,fair,0,1,3,receiver,1,,,
41,26,67,25,Female,100,14,give,0,stingy,1,2,3,receiver,1,,,
31,22,53,34,Female,78,35,take,1,stingy,1,4,4,receiver,1,,,
18,16,34,37,Male,98,4,take,1,fair,0,5,1,receiver,1,,,
29,21,50,31,Female,100,3,give,0,stingy,1,5,4,receiver,1,,,
31,25,56,26,Male,58,43,take,1,fair,0,4,3,receiver,1,,,
20,19,39,26,Male,100,0,give,0,stingy,1,4,4,receiver,1,,,
24,16,40,24,Male,0,0,give,0,fair,0,5,4,receiver,1,,,
27,23,50,25,Female,31,1,give,0,fair,0,4,3,receiver,1,,,
20,18,38,30,Male,23,2,give,0,fair,0,1,4,receiver,1,,,
32,28,60,48,Female,100,100,take,1,stingy,1,4,3,receiver,1,,,
21,22,43,50,Female,100,1,give,0,stingy,1,4,4,receiver,1,,,
19,26,45,40,Male,79,2,give,0,fair,0,4,2,receiver,1,,,
59,66,125,36,Female,100,0,give,0,stingy,1,5,1,receiver,1,,,
16,16,32,61,Male,100,0,take,1,fair,0,5,5,receiver,1,,,
20,18,38,29,Male,100,0,take,1,stingy,1,5,4,receiver,1,,,
25,29,54,42,Female,100,51,take,1,stingy,1,5,4,receiver,1,,,
18,16,34,32,Male,100,0,give,0,stingy,1,5,2,receiver,1,,,
16,16,32,64,Female,100,0,give,0,stingy,1,4,4,receiver,1,,,
26,16,42,26,Male,100,0,take,1,fair,0,1,3,receiver,1,,,
30,26,56,30,Male,100,0,take,1,stingy,1,5,3,receiver,1,,,
16,16,32,50,Female,100,0,take,1,stingy,1,5,1,receiver,1,,,
28,16,44,42,Female,86,3,give,0,fair,0,5,3,receiver,1,,,
58,21,79,38,Female,90,80,take,1,fair,0,5,3,receiver,1,,,
52,54,106,34,Female,96,17,take,1,stingy,1,3,2,receiver,1,,,
26,20,46,57,Male,100,0,give,0,stingy,1,5,3,receiver,1,,,
19,16,35,32,Female,100,33,take,1,stingy,1,5,3,receiver,1,,,
17,16,33,50,Female,92,0,give,0,fair,0,5,1,receiver,1,,,
16,16,32,33,Male,0,0,take,1,fair,0,5,3,receiver,1,,,
21,17,38,35,Male,19,0,give,0,fair,0,4,3,receiver,1,,,
41,32,73,29,Male,100,0,give,0,stingy,1,2,3,receiver,1,,,
47,49,96,27,Female,60,59,take,1,fair,0,2,3,receiver,1,,,
19,16,35,34,Female,100,18,give,0,stingy,1,5,3,receiver,1,,,
54,63,117,29,Female,10,1,give,0,fair,0,3,3,receiver,1,,,
25,18,43,29,Female,29,0,give,0,fair,0,4,3,receiver,1,,,
16,16,32,29,Male,100,64,give,0,stingy,1,2,1,receiver,1,,,
31,19,50,27,Female,75,76,take,1,stingy,1,5,1,receiver,1,,,
49,50,99,38,Male,99,14,take,1,stingy,1,2,3,receiver,1,,,
43,32,75,41,Female,78,15,take,1,fair,0,3,3,receiver,1,,,
19,16,35,26,Female,0,0,take,1,fair,0,1,3,receiver,1,,,
16,16,32,42,Male,100,35,take,1,stingy,1,1,4,receiver,1,,,
17,21,38,38,Female,0,0,take,1,fair,0,5,4,receiver,1,,,
16,16,32,31,Male,100,0,give,0,stingy,1,2,4,receiver,1,,,
23,21,44,35,Female,100,0,give,0,stingy,1,5,3,receiver,1,,,
44,20,64,20,Male,100,33,take,1,stingy,1,5,4,receiver,1,,,
